AAPL (APPLE INC),186.80,-5.43,
Nov 14 2018 @ 19:12 ET,Bid,186.93,Ask,187.14,Size,1x1,Vol,60747714,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2018 Dec 14 225.00 (AAPL1814L225-B),0.33,0.0,0.0,0.28, ,450,2018 Dec 14 225.00 (AAPL1814X225-B),0.0,0.0,36.15,41.00, ,51,
2018 Dec 14 225.00 (AAPL1814L225-E),0.20,-0.09,0.0,0.27,1,450,2018 Dec 14 225.00 (AAPL1814X225-E),34.93,+9.73,33.70,42.25,25,51,
2018 Dec 14 225.00 (AAPL1814L225-I),0.21,-0.11,0.14,0.24,10,450,2018 Dec 14 225.00 (AAPL1814X225-I),0.0,0.0,36.05,42.00,0,51,
2018 Dec 14 225.00 (AAPL1814L225-J),0.0,0.0,0.0,0.49, ,450,2018 Dec 14 225.00 (AAPL1814X225-J),0.0,0.0,36.95,40.35, ,51,
2018 Dec 14 225.00 (AAPL1814L225-K),0.0,0.0,0.0,5.00, ,450,2018 Dec 14 225.00 (AAPL1814X225-K),0.0,0.0,36.10,41.10, ,51,
2018 Dec 14 225.00 (AAPL1814L225-O),0.45,0.0,0.18,0.24, ,450,2018 Dec 14 225.00 (AAPL1814X225-O),0.0,0.0,36.15,40.65, ,51,
2018 Dec 14 225.00 (AAPL1814L225-OG),0.22,-0.20,0.0,0.25,8,450,2018 Dec 14 225.00 (AAPL1814X225-OG),0.0,0.0,36.10,41.00,0,51,
2018 Dec 14 225.00 (AAPL1814L225-P),0.40,0.0,0.14,0.24,0,450,2018 Dec 14 225.00 (AAPL1814X225-P),0.0,0.0,37.20,39.05,0,51,
2018 Dec 14 225.00 (AAPL1814L225-S),0.85,0.0,0.14,0.24, ,450,2018 Dec 14 225.00 (AAPL1814X225-S),0.0,0.0,36.15,40.75, ,51,
2018 Dec 14 225.00 (AAPL1814L225-X),0.19,-0.10,0.0,0.24,12,450,2018 Dec 14 225.00 (AAPL1814X225-X),0.0,0.0,36.10,40.70, ,51,
2018 Dec 14 225.00 (AAPL1814L225-Y),0.76,0.0,0.14,0.24,0,450,2018 Dec 14 225.00 (AAPL1814X225-Y),0.0,0.0,36.95,40.35,0,51,
2018 Dec 14 227.50 (AAPL1814L227.5),0.14,-0.11,0.0,0.20,58,445,2018 Dec 14 227.50 (AAPL1814X227.5),33.90,+1.09,40.25,41.20,15,27,
2018 Dec 14 227.50 (AAPL1814L227.5-3),0.28,0.0,0.0,0.45,0,445,2018 Dec 14 227.50 (AAPL1814X227.5-3),0.0,0.0,40.25,41.80,0,27,
2018 Dec 14 227.50 (AAPL1814L227.5-4),0.36,0.0,0.0,0.24,0,445,2018 Dec 14 227.50 (AAPL1814X227.5-4),0.0,0.0,40.25,41.25,0,27,
2018 Dec 14 227.50 (AAPL1814L227.5-8),0.18,-0.42,0.0,0.25,3,445,2018 Dec 14 227.50 (AAPL1814X227.5-8),22.37,0.0,40.10,41.35, ,27,
2018 Dec 14 227.50 (AAPL1814L227.5-A),0.35,0.0,0.0,0.20,0,445,2018 Dec 14 227.50 (AAPL1814X227.5-A),0.0,0.0,40.25,41.20,0,27,
2018 Dec 14 227.50 (AAPL1814L227.5-B),0.94,0.0,0.0,0.25, ,445,2018 Dec 14 227.50 (AAPL1814X227.5-B),0.0,0.0,38.50,42.70, ,27,
2018 Dec 14 227.50 (AAPL1814L227.5-E),0.18,-0.07,0.0,0.24,1,445,2018 Dec 14 227.50 (AAPL1814X227.5-E),32.81,0.0,35.70,44.75, ,27,
2018 Dec 14 227.50 (AAPL1814L227.5-I),0.19,-0.10,0.0,0.20,13,445,2018 Dec 14 227.50 (AAPL1814X227.5-I),0.0,0.0,40.10,41.35,0,27,
2018 Dec 14 227.50 (AAPL1814L227.5-J),0.0,0.0,0.0,0.45, ,445,2018 Dec 14 227.50 (AAPL1814X227.5-J),0.0,0.0,40.25,41.80, ,27,
2018 Dec 14 227.50 (AAPL1814L227.5-K),0.0,0.0,0.0,5.00, ,445,2018 Dec 14 227.50 (AAPL1814X227.5-K),0.0,0.0,37.70,42.70, ,27,
2018 Dec 14 227.50 (AAPL1814L227.5-O),0.17,-0.16,0.0,0.20,1,445,2018 Dec 14 227.50 (AAPL1814X227.5-O),0.0,0.0,38.45,42.70, ,27,
2018 Dec 14 227.50 (AAPL1814L227.5-OG),0.18,-0.10,0.0,0.21,25,445,2018 Dec 14 227.50 (AAPL1814X227.5-OG),0.0,0.0,38.15,42.50,0,27,
2018 Dec 14 227.50 (AAPL1814L227.5-P),0.97,0.0,0.0,0.20,0,445,2018 Dec 14 227.50 (AAPL1814X227.5-P),33.90,0.0,40.25,41.85,15,27,
2018 Dec 14 227.50 (AAPL1814L227.5-S),0.19,-0.17,0.0,0.24,5,445,2018 Dec 14 227.50 (AAPL1814X227.5-S),0.0,0.0,40.25,41.20, ,27,
2018 Dec 14 227.50 (AAPL1814L227.5-X),0.14,-0.42,0.0,0.20,10,445,2018 Dec 14 227.50 (AAPL1814X227.5-X),0.0,0.0,40.15,41.40, ,27,
2018 Dec 14 227.50 (AAPL1814L227.5-Y),0.0,0.0,0.0,0.20,0,445,2018 Dec 14 227.50 (AAPL1814X227.5-Y),0.0,0.0,40.25,41.20,0,27,
2018 Dec 14 230.00 (AAPL1814L230),0.12,-0.08,0.09,0.18,20,208,2018 Dec 14 230.00 (AAPL1814X230),42.47,+7.52,42.75,43.65,4,20,
2018 Dec 14 230.00 (AAPL1814L230-3),0.23,0.0,0.0,0.42,0,208,2018 Dec 14 230.00 (AAPL1814X230-3),0.0,0.0,42.20,44.30,0,20,
2018 Dec 14 230.00 (AAPL1814L230-4),0.26,0.0,0.0,0.22,0,208,2018 Dec 14 230.00 (AAPL1814X230-4),0.0,0.0,42.45,43.95,0,20,
2018 Dec 14 230.00 (AAPL1814L230-8),0.25,0.0,0.0,0.22, ,208,2018 Dec 14 230.00 (AAPL1814X230-8),34.95,0.0,41.95,44.75, ,20,
2018 Dec 14 230.00 (AAPL1814L230-A),0.14,-0.12,0.09,0.18,5,208,2018 Dec 14 230.00 (AAPL1814X230-A),0.0,0.0,42.00,44.25,0,20,
2018 Dec 14 230.00 (AAPL1814L230-B),0.43,0.0,0.0,0.22, ,208,2018 Dec 14 230.00 (AAPL1814X230-B),0.0,0.0,41.00,45.15, ,20,
2018 Dec 14 230.00 (AAPL1814L230-E),0.12,-0.08,0.0,0.22,3,208,2018 Dec 14 230.00 (AAPL1814X230-E),42.47,+20.28,38.30,47.25,1,20,
2018 Dec 14 230.00 (AAPL1814L230-I),0.19,-0.01,0.09,0.18,10,208,2018 Dec 14 230.00 (AAPL1814X230-I),0.0,0.0,42.75,43.65,0,20,
2018 Dec 14 230.00 (AAPL1814L230-J),0.0,0.0,0.0,0.42, ,208,2018 Dec 14 230.00 (AAPL1814X230-J),0.0,0.0,42.20,44.30, ,20,
2018 Dec 14 230.00 (AAPL1814L230-K),0.0,0.0,0.0,5.00, ,208,2018 Dec 14 230.00 (AAPL1814X230-K),0.0,0.0,40.15,45.15, ,20,
2018 Dec 14 230.00 (AAPL1814L230-O),0.26,0.0,0.01,0.18, ,208,2018 Dec 14 230.00 (AAPL1814X230-O),36.00,+10.80,40.95,45.15,3,20,
2018 Dec 14 230.00 (AAPL1814L230-OG),0.14,-0.07,0.0,0.18,1,208,2018 Dec 14 230.00 (AAPL1814X230-OG),0.0,0.0,40.50,44.95,0,20,
2018 Dec 14 230.00 (AAPL1814L230-P),0.20,0.0,0.09,0.18,0,208,2018 Dec 14 230.00 (AAPL1814X230-P),0.0,0.0,42.55,44.35,0,20,
2018 Dec 14 230.00 (AAPL1814L230-S),0.23,0.0,0.09,0.18, ,208,2018 Dec 14 230.00 (AAPL1814X230-S),0.0,0.0,42.75,44.05, ,20,
2018 Dec 14 230.00 (AAPL1814L230-X),0.15,-0.07,0.0,0.18,1,208,2018 Dec 14 230.00 (AAPL1814X230-X),0.0,0.0,41.00,45.15, ,20,
2018 Dec 14 230.00 (AAPL1814L230-Y),0.0,0.0,0.09,0.18,0,208,2018 Dec 14 230.00 (AAPL1814X230-Y),0.0,0.0,42.75,43.65,0,20,
2018 Dec 14 232.50 (AAPL1814L232.5),0.07,-0.12,0.07,0.15,29,36,2018 Dec 14 232.50 (AAPL1814X232.5),44.96,+9.41,45.20,46.55,1,2,
2018 Dec 14 232.50 (AAPL1814L232.5-3),0.10,-0.40,0.0,0.39,2,36,2018 Dec 14 232.50 (AAPL1814X232.5-3),0.0,0.0,43.95,48.30,0,2,
2018 Dec 14 232.50 (AAPL1814L232.5-4),0.10,-0.21,0.0,0.20,11,36,2018 Dec 14 232.50 (AAPL1814X232.5-4),0.0,0.0,43.95,48.25,0,2,
2018 Dec 14 232.50 (AAPL1814L232.5-8),0.45,0.0,0.0,0.21, ,36,2018 Dec 14 232.50 (AAPL1814X232.5-8),0.0,0.0,43.35,48.20, ,2,
2018 Dec 14 232.50 (AAPL1814L232.5-A),0.52,0.0,0.07,0.15,0,36,2018 Dec 14 232.50 (AAPL1814X232.5-A),0.0,0.0,43.65,48.25,0,2,
2018 Dec 14 232.50 (AAPL1814L232.5-B),0.0,0.0,0.0,0.16, ,36,2018 Dec 14 232.50 (AAPL1814X232.5-B),0.0,0.0,43.65,48.25, ,2,
2018 Dec 14 232.50 (AAPL1814L232.5-E),0.47,0.0,0.0,0.20, ,36,2018 Dec 14 232.50 (AAPL1814X232.5-E),44.96,+9.41,41.15,49.75,1,2,
2018 Dec 14 232.50 (AAPL1814L232.5-I),0.13,-0.97,0.07,0.15,3,36,2018 Dec 14 232.50 (AAPL1814X232.5-I),0.0,0.0,43.00,50.00,0,2,
2018 Dec 14 232.50 (AAPL1814L232.5-J),0.0,0.0,0.0,0.39, ,36,2018 Dec 14 232.50 (AAPL1814X232.5-J),0.0,0.0,43.95,48.25, ,2,
2018 Dec 14 232.50 (AAPL1814L232.5-K),0.0,0.0,0.0,5.00, ,36,2018 Dec 14 232.50 (AAPL1814X232.5-K),0.0,0.0,43.25,48.25, ,2,
2018 Dec 14 232.50 (AAPL1814L232.5-O),0.50,0.0,0.01,0.15, ,36,2018 Dec 14 232.50 (AAPL1814X232.5-O),0.0,0.0,43.65,48.25, ,2,
2018 Dec 14 232.50 (AAPL1814L232.5-OG),0.19,0.0,0.0,0.16,0,36,2018 Dec 14 232.50 (AAPL1814X232.5-OG),0.0,0.0,43.80,48.25,0,2,
2018 Dec 14 232.50 (AAPL1814L232.5-P),0.51,0.0,0.07,0.15,0,36,2018 Dec 14 232.50 (AAPL1814X232.5-P),0.0,0.0,45.20,46.55,0,2,
2018 Dec 14 232.50 (AAPL1814L232.5-S),1.59,0.0,0.07,0.15, ,36,2018 Dec 14 232.50 (AAPL1814X232.5-S),0.0,0.0,43.65,48.25, ,2,
2018 Dec 14 232.50 (AAPL1814L232.5-X),0.07,+0.06,0.0,0.21,13,36,2018 Dec 14 232.50 (AAPL1814X232.5-X),0.0,0.0,43.65,48.25, ,2,
2018 Dec 14 232.50 (AAPL1814L232.5-Y),0.0,0.0,0.07,0.15,0,36,2018 Dec 14 232.50 (AAPL1814X232.5-Y),0.0,0.0,43.95,48.30,0,2,
2018 Dec 14 235.00 (AAPL1814L235),0.10,-0.03,0.08,0.14,2,170,2018 Dec 14 235.00 (AAPL1814X235),47.25,+15.29,47.70,48.70,400,108,
2018 Dec 14 235.00 (AAPL1814L235-3),0.10,-0.28,0.0,0.14,2,170,2018 Dec 14 235.00 (AAPL1814X235-3),26.95,0.0,47.65,49.30,0,108,
2018 Dec 14 235.00 (AAPL1814L235-4),0.14,0.0,0.0,0.38,0,170,2018 Dec 14 235.00 (AAPL1814X235-4),0.0,0.0,47.65,48.85,0,108,
2018 Dec 14 235.00 (AAPL1814L235-8),0.26,0.0,0.0,0.14, ,170,2018 Dec 14 235.00 (AAPL1814X235-8),30.76,0.0,47.55,48.90, ,108,
2018 Dec 14 235.00 (AAPL1814L235-A),0.27,0.0,0.01,0.14,0,170,2018 Dec 14 235.00 (AAPL1814X235-A),0.0,0.0,47.60,48.85,0,108,
2018 Dec 14 235.00 (AAPL1814L235-B),0.28,0.0,0.0,0.23, ,170,2018 Dec 14 235.00 (AAPL1814X235-B),0.0,0.0,46.00,50.15, ,108,
2018 Dec 14 235.00 (AAPL1814L235-E),0.13,0.0,0.0,10.00, ,170,2018 Dec 14 235.00 (AAPL1814X235-E),31.96,0.0,43.45,52.25, ,108,
2018 Dec 14 235.00 (AAPL1814L235-I),0.26,0.0,0.08,0.14,0,170,2018 Dec 14 235.00 (AAPL1814X235-I),0.0,0.0,47.70,48.70,0,108,
2018 Dec 14 235.00 (AAPL1814L235-J),0.0,0.0,0.0,0.37, ,170,2018 Dec 14 235.00 (AAPL1814X235-J),0.0,0.0,47.65,49.30, ,108,
2018 Dec 14 235.00 (AAPL1814L235-K),0.0,0.0,0.0,5.00, ,170,2018 Dec 14 235.00 (AAPL1814X235-K),0.0,0.0,45.15,50.15, ,108,
2018 Dec 14 235.00 (AAPL1814L235-O),0.28,0.0,0.01,0.14, ,170,2018 Dec 14 235.00 (AAPL1814X235-O),0.0,0.0,45.95,50.15, ,108,
2018 Dec 14 235.00 (AAPL1814L235-OG),0.19,0.0,0.0,0.23,0,170,2018 Dec 14 235.00 (AAPL1814X235-OG),0.0,0.0,45.15,49.95,0,108,
2018 Dec 14 235.00 (AAPL1814L235-P),0.40,0.0,0.0,0.14,0,170,2018 Dec 14 235.00 (AAPL1814X235-P),26.48,0.0,47.70,49.35,0,108,
2018 Dec 14 235.00 (AAPL1814L235-S),0.41,0.0,0.0,0.18, ,170,2018 Dec 14 235.00 (AAPL1814X235-S),0.0,0.0,47.70,48.75, ,108,
2018 Dec 14 235.00 (AAPL1814L235-X),0.27,0.0,0.0,5.00, ,170,2018 Dec 14 235.00 (AAPL1814X235-X),47.25,+20.90,47.70,48.85,400,108,
2018 Dec 14 235.00 (AAPL1814L235-Y),0.0,0.0,0.0,0.14,0,170,2018 Dec 14 235.00 (AAPL1814X235-Y),0.0,0.0,47.65,48.75,0,108,
2018 Dec 14 237.50 (AAPL1814L237.5),0.12,-0.03,0.04,0.12,6,37,2018 Dec 14 237.50 (AAPL1814X237.5),0.0,0.0,48.80,52.55,0,0,
2018 Dec 14 237.50 (AAPL1814L237.5-3),0.23,0.0,0.0,0.36,0,37,2018 Dec 14 237.50 (AAPL1814X237.5-3),0.0,0.0,45.70,55.65,0,0,
2018 Dec 14 237.50 (AAPL1814L237.5-4),0.33,0.0,0.0,0.18,0,37,2018 Dec 14 237.50 (AAPL1814X237.5-4),0.0,0.0,48.80,53.20,0,0,
2018 Dec 14 237.50 (AAPL1814L237.5-8),1.17,0.0,0.0,0.22, ,37,2018 Dec 14 237.50 (AAPL1814X237.5-8),0.0,0.0,48.55,53.15, ,0,
2018 Dec 14 237.50 (AAPL1814L237.5-A),0.25,0.0,0.04,0.18,0,37,2018 Dec 14 237.50 (AAPL1814X237.5-A),0.0,0.0,48.60,53.20,0,0,
2018 Dec 14 237.50 (AAPL1814L237.5-B),1.54,0.0,0.0,0.12, ,37,2018 Dec 14 237.50 (AAPL1814X237.5-B),0.0,0.0,48.55,53.20, ,0,
2018 Dec 14 237.50 (AAPL1814L237.5-E),0.16,0.0,0.0,0.17, ,37,2018 Dec 14 237.50 (AAPL1814X237.5-E),0.0,0.0,46.05,54.75, ,0,
2018 Dec 14 237.50 (AAPL1814L237.5-I),0.10,-0.25,0.04,0.12,2,37,2018 Dec 14 237.50 (AAPL1814X237.5-I),0.0,0.0,48.00,55.00,0,0,
2018 Dec 14 237.50 (AAPL1814L237.5-J),0.0,0.0,0.0,0.36, ,37,2018 Dec 14 237.50 (AAPL1814X237.5-J),0.0,0.0,48.80,53.55, ,0,
2018 Dec 14 237.50 (AAPL1814L237.5-K),0.0,0.0,0.0,5.00, ,37,2018 Dec 14 237.50 (AAPL1814X237.5-K),0.0,0.0,48.55,53.55, ,0,
2018 Dec 14 237.50 (AAPL1814L237.5-O),0.29,0.0,0.01,0.12, ,37,2018 Dec 14 237.50 (AAPL1814X237.5-O),0.0,0.0,48.55,53.20, ,0,
2018 Dec 14 237.50 (AAPL1814L237.5-OG),0.09,-0.06,0.0,0.12,1,37,2018 Dec 14 237.50 (AAPL1814X237.5-OG),0.0,0.0,48.75,53.55,0,0,
2018 Dec 14 237.50 (AAPL1814L237.5-P),0.12,-1.15,0.04,0.12,3,37,2018 Dec 14 237.50 (AAPL1814X237.5-P),0.0,0.0,48.60,53.10,0,0,
2018 Dec 14 237.50 (AAPL1814L237.5-S),0.0,0.0,0.04,0.12, ,37,2018 Dec 14 237.50 (AAPL1814X237.5-S),0.0,0.0,48.55,53.20, ,0,
2018 Dec 14 237.50 (AAPL1814L237.5-X),0.33,0.0,0.0,0.12, ,37,2018 Dec 14 237.50 (AAPL1814X237.5-X),0.0,0.0,48.65,52.55, ,0,
2018 Dec 14 237.50 (AAPL1814L237.5-Y),0.0,0.0,0.04,0.12,0,37,2018 Dec 14 237.50 (AAPL1814X237.5-Y),0.0,0.0,48.00,55.65,0,0,
2018 Dec 14 240.00 (AAPL1814L240),0.08,-0.04,0.03,0.11,2,53,2018 Dec 14 240.00 (AAPL1814X240),0.0,0.0,51.50,54.80,0,0,
2018 Dec 14 240.00 (AAPL1814L240-3),0.29,0.0,0.0,0.35,0,53,2018 Dec 14 240.00 (AAPL1814X240-3),0.0,0.0,51.05,55.90,0,0,
2018 Dec 14 240.00 (AAPL1814L240-4),0.26,0.0,0.0,0.17,0,53,2018 Dec 14 240.00 (AAPL1814X240-4),0.0,0.0,51.05,55.65,0,0,
2018 Dec 14 240.00 (AAPL1814L240-8),0.23,0.0,0.0,0.16, ,53,2018 Dec 14 240.00 (AAPL1814X240-8),0.0,0.0,50.85,55.65, ,0,
2018 Dec 14 240.00 (AAPL1814L240-A),0.30,0.0,0.03,0.11,0,53,2018 Dec 14 240.00 (AAPL1814X240-A),0.0,0.0,50.85,55.60,0,0,
2018 Dec 14 240.00 (AAPL1814L240-B),0.0,0.0,0.0,0.11, ,53,2018 Dec 14 240.00 (AAPL1814X240-B),0.0,0.0,51.00,55.80, ,0,
2018 Dec 14 240.00 (AAPL1814L240-E),0.12,0.0,0.0,0.18, ,53,2018 Dec 14 240.00 (AAPL1814X240-E),0.0,0.0,48.40,57.25, ,0,
2018 Dec 14 240.00 (AAPL1814L240-I),0.08,-0.49,0.03,0.11,2,53,2018 Dec 14 240.00 (AAPL1814X240-I),0.0,0.0,50.00,57.00,0,0,
2018 Dec 14 240.00 (AAPL1814L240-J),0.0,0.0,0.0,0.35, ,53,2018 Dec 14 240.00 (AAPL1814X240-J),0.0,0.0,51.05,55.85, ,0,
2018 Dec 14 240.00 (AAPL1814L240-K),0.0,0.0,0.0,5.00, ,53,2018 Dec 14 240.00 (AAPL1814X240-K),0.0,0.0,50.85,55.85, ,0,
2018 Dec 14 240.00 (AAPL1814L240-O),0.25,0.0,0.01,0.11, ,53,2018 Dec 14 240.00 (AAPL1814X240-O),0.0,0.0,50.90,55.65, ,0,
2018 Dec 14 240.00 (AAPL1814L240-OG),0.25,0.0,0.0,0.11,0,53,2018 Dec 14 240.00 (AAPL1814X240-OG),0.0,0.0,50.85,55.40,0,0,
2018 Dec 14 240.00 (AAPL1814L240-P),0.71,0.0,0.03,0.11,0,53,2018 Dec 14 240.00 (AAPL1814X240-P),0.0,0.0,51.50,55.60,0,0,
2018 Dec 14 240.00 (AAPL1814L240-S),0.75,0.0,0.03,0.11, ,53,2018 Dec 14 240.00 (AAPL1814X240-S),0.0,0.0,50.90,54.80, ,0,
2018 Dec 14 240.00 (AAPL1814L240-X),0.26,0.0,0.0,0.11, ,53,2018 Dec 14 240.00 (AAPL1814X240-X),0.0,0.0,50.90,55.15, ,0,
2018 Dec 14 240.00 (AAPL1814L240-Y),0.95,0.0,0.03,0.11,0,53,2018 Dec 14 240.00 (AAPL1814X240-Y),0.0,0.0,51.05,55.90,0,0,
2018 Dec 14 242.50 (AAPL1814L242.5),0.07,-0.08,0.0,0.10,1,9,2018 Dec 14 242.50 (AAPL1814X242.5),0.0,0.0,54.65,57.25,0,0,
2018 Dec 14 242.50 (AAPL1814L242.5-3),0.33,0.0,0.0,0.10,0,9,2018 Dec 14 242.50 (AAPL1814X242.5-3),0.0,0.0,54.65,57.25,0,0,
2018 Dec 14 242.50 (AAPL1814L242.5-4),0.0,0.0,0.0,0.34,0,9,2018 Dec 14 242.50 (AAPL1814X242.5-4),0.0,0.0,54.65,57.25,0,0,
2018 Dec 14 242.50 (AAPL1814L242.5-8),0.0,0.0,0.0,5.00, ,9,2018 Dec 14 242.50 (AAPL1814X242.5-8),0.0,0.0,53.25,57.90, ,0,
2018 Dec 14 242.50 (AAPL1814L242.5-A),0.0,0.0,0.0,0.10,0,9,2018 Dec 14 242.50 (AAPL1814X242.5-A),0.0,0.0,53.25,58.00,0,0,
2018 Dec 14 242.50 (AAPL1814L242.5-B),2.65,0.0,0.0,0.10, ,9,2018 Dec 14 242.50 (AAPL1814X242.5-B),0.0,0.0,53.50,58.25, ,0,
2018 Dec 14 242.50 (AAPL1814L242.5-E),0.07,-0.08,0.0,10.00,1,9,2018 Dec 14 242.50 (AAPL1814X242.5-E),0.0,0.0,50.95,59.75, ,0,
2018 Dec 14 242.50 (AAPL1814L242.5-I),0.22,0.0,0.0,0.10,0,9,2018 Dec 14 242.50 (AAPL1814X242.5-I),0.0,0.0,52.00,59.00,0,0,
2018 Dec 14 242.50 (AAPL1814L242.5-J),0.0,0.0,0.0,0.34, ,9,2018 Dec 14 242.50 (AAPL1814X242.5-J),0.0,0.0,54.65,57.25, ,0,
2018 Dec 14 242.50 (AAPL1814L242.5-K),0.0,0.0,0.0,5.00, ,9,2018 Dec 14 242.50 (AAPL1814X242.5-K),0.0,0.0,53.25,58.25, ,0,
2018 Dec 14 242.50 (AAPL1814L242.5-O),0.0,0.0,0.0,0.10, ,9,2018 Dec 14 242.50 (AAPL1814X242.5-O),0.0,0.0,53.35,58.25, ,0,
2018 Dec 14 242.50 (AAPL1814L242.5-OG),0.15,0.0,0.0,0.10,0,9,2018 Dec 14 242.50 (AAPL1814X242.5-OG),0.0,0.0,53.25,57.75,0,0,
2018 Dec 14 242.50 (AAPL1814L242.5-P),0.0,0.0,0.0,0.10,0,9,2018 Dec 14 242.50 (AAPL1814X242.5-P),0.0,0.0,54.65,57.25,0,0,
2018 Dec 14 242.50 (AAPL1814L242.5-S),0.0,0.0,0.0,0.15, ,9,2018 Dec 14 242.50 (AAPL1814X242.5-S),0.0,0.0,53.40,58.20, ,0,
2018 Dec 14 242.50 (AAPL1814L242.5-X),0.0,0.0,0.0,0.24, ,9,2018 Dec 14 242.50 (AAPL1814X242.5-X),0.0,0.0,53.40,58.20, ,0,
2018 Dec 14 242.50 (AAPL1814L242.5-Y),0.0,0.0,0.0,0.10,0,9,2018 Dec 14 242.50 (AAPL1814X242.5-Y),0.0,0.0,54.65,57.25,0,0,
2018 Dec 14 245.00 (AAPL1814L245),0.06,-0.03,0.0,0.09,8,21,2018 Dec 14 245.00 (AAPL1814X245),0.0,0.0,57.70,59.05,0,0,
2018 Dec 14 245.00 (AAPL1814L245-3),0.18,0.0,0.0,0.33,0,21,2018 Dec 14 245.00 (AAPL1814X245-3),0.0,0.0,56.40,61.40,0,0,
2018 Dec 14 245.00 (AAPL1814L245-4),0.0,0.0,0.0,0.33,0,21,2018 Dec 14 245.00 (AAPL1814X245-4),0.0,0.0,56.40,60.80,0,0,
2018 Dec 14 245.00 (AAPL1814L245-8),1.78,0.0,0.0,5.00, ,21,2018 Dec 14 245.00 (AAPL1814X245-8),0.0,0.0,56.05,60.70, ,0,
2018 Dec 14 245.00 (AAPL1814L245-A),0.0,0.0,0.0,0.09,0,21,2018 Dec 14 245.00 (AAPL1814X245-A),0.0,0.0,56.10,60.95,0,0,
2018 Dec 14 245.00 (AAPL1814L245-B),0.0,0.0,0.0,0.09, ,21,2018 Dec 14 245.00 (AAPL1814X245-B),0.0,0.0,56.05,61.00, ,0,
2018 Dec 14 245.00 (AAPL1814L245-E),0.09,0.0,0.0,9.50, ,21,2018 Dec 14 245.00 (AAPL1814X245-E),0.0,0.0,53.60,62.25, ,0,
2018 Dec 14 245.00 (AAPL1814L245-I),0.20,0.0,0.0,0.09,0,21,2018 Dec 14 245.00 (AAPL1814X245-I),0.0,0.0,55.00,62.00,0,0,
2018 Dec 14 245.00 (AAPL1814L245-J),0.0,0.0,0.0,0.33, ,21,2018 Dec 14 245.00 (AAPL1814X245-J),0.0,0.0,56.40,61.05, ,0,
2018 Dec 14 245.00 (AAPL1814L245-K),0.0,0.0,0.0,5.00, ,21,2018 Dec 14 245.00 (AAPL1814X245-K),0.0,0.0,56.05,61.05, ,0,
2018 Dec 14 245.00 (AAPL1814L245-O),0.0,0.0,0.0,0.09, ,21,2018 Dec 14 245.00 (AAPL1814X245-O),0.0,0.0,56.05,60.95, ,0,
2018 Dec 14 245.00 (AAPL1814L245-OG),0.24,0.0,0.0,0.09,0,21,2018 Dec 14 245.00 (AAPL1814X245-OG),0.0,0.0,56.25,61.05,0,0,
2018 Dec 14 245.00 (AAPL1814L245-P),0.0,0.0,0.0,0.09,0,21,2018 Dec 14 245.00 (AAPL1814X245-P),0.0,0.0,57.70,59.05,0,0,
2018 Dec 14 245.00 (AAPL1814L245-S),0.0,0.0,0.0,0.14, ,21,2018 Dec 14 245.00 (AAPL1814X245-S),0.0,0.0,56.05,60.75, ,0,
2018 Dec 14 245.00 (AAPL1814L245-X),0.06,-0.06,0.0,5.00,8,21,2018 Dec 14 245.00 (AAPL1814X245-X),0.0,0.0,56.10,60.80, ,0,
2018 Dec 14 245.00 (AAPL1814L245-Y),0.0,0.0,0.0,0.09,0,21,2018 Dec 14 245.00 (AAPL1814X245-Y),0.0,0.0,56.40,61.40,0,0,
2018 Dec 14 247.50 (AAPL1814L247.5),0.15,0.0,0.01,0.08,0,1,2018 Dec 14 247.50 (AAPL1814X247.5),0.0,0.0,58.90,62.60,0,0,
2018 Dec 14 247.50 (AAPL1814L247.5-3),0.0,0.0,0.0,0.33,0,1,2018 Dec 14 247.50 (AAPL1814X247.5-3),0.0,0.0,58.90,63.90,0,0,
2018 Dec 14 247.50 (AAPL1814L247.5-4),0.0,0.0,0.0,0.33,0,1,2018 Dec 14 247.50 (AAPL1814X247.5-4),0.0,0.0,58.90,63.25,0,0,
2018 Dec 14 247.50 (AAPL1814L247.5-8),0.0,0.0,0.0,5.00, ,1,2018 Dec 14 247.50 (AAPL1814X247.5-8),0.0,0.0,58.30,63.25, ,0,
2018 Dec 14 247.50 (AAPL1814L247.5-A),0.0,0.0,0.01,0.08,0,1,2018 Dec 14 247.50 (AAPL1814X247.5-A),0.0,0.0,58.40,63.15,0,0,
2018 Dec 14 247.50 (AAPL1814L247.5-B),0.0,0.0,0.0,0.08, ,1,2018 Dec 14 247.50 (AAPL1814X247.5-B),0.0,0.0,58.50,63.25, ,0,
2018 Dec 14 247.50 (AAPL1814L247.5-E),0.0,0.0,0.0,10.00, ,1,2018 Dec 14 247.50 (AAPL1814X247.5-E),0.0,0.0,56.05,64.75, ,0,
2018 Dec 14 247.50 (AAPL1814L247.5-I),0.15,0.0,0.01,0.08,0,1,2018 Dec 14 247.50 (AAPL1814X247.5-I),0.0,0.0,57.00,65.00,0,0,
2018 Dec 14 247.50 (AAPL1814L247.5-J),0.0,0.0,0.0,0.32, ,1,2018 Dec 14 247.50 (AAPL1814X247.5-J),0.0,0.0,58.90,63.25, ,0,
